99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
0	55	55	99	55	99	99	99	99	55	55
0	55	55	99	55	99	99	99	99	55	55
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
0	55	55	99	55	99	99	99	99	55	55
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
0	55	55	99	55	99	99	99	99	55	55
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
10	55	55	99	55	99	99	99	99	55	55
10	55	55	99	55	99	99	99	99	55	55
10	55	55	99	55	99	99	99	99	55	55
10	55	55	99	55	6	99	99	99	55	55
10	55	55	99	55	99	99	99	99	55	55
10	55	55	99	55	6	99	99	99	55	55
3	99	3	99	99	99	99	99	99	99	99
10	55	55	99	99	99	99	99	99	55	55
2	1	2	4	4	7	7	8	9	99	99
2	1	2	4	4	7	7	8	9	99	99
2	1	2	4	4	7	7	8	9	99	99
2	1	2	4	4	7	7	8	9	99	99
2	1	2	4	4	7	7	8	9	99	99
2	1	2	4	4	7	7	8	9	99	99
2	1	2	4	4	7	7	8	9	99	99
2	1	2	4	4	7	7	8	9	99	99
2	1	2	4	4	7	7	8	9	99	99
2	1	2	4	4	7	7	8	9	99	55
99	99	99	99	99	99	99	99	99	99	99
10	55	55	99	55	99	99	99	99	55	55
10	55	55	99	55	99	99	99	99	55	55
10	55	55	99	55	99	99	99	99	55	55
10	55	55	99	55	99	99	99	99	55	55
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	5	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
10	55	55	99	55	99	99	99	99	55	55
10	99	55	99	55	99	99	99	99	55	55
10	55	55	99	55	99	99	99	99	55	55
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	5	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99
